feature_1,feature_2,feature_3,feature_4,feature_5
1.4811312511644863,8.203284857374655,77,B,1.0
1.3263336240692116,6.147018010933076,8,A,3.0
-0.3634320674559626,7.073219701725355,21,A,2.0
-0.7364933589632293,2.2894182315245843,56,C,1.0
-0.13292979142760772,5.087241127196502,48,B,1.0
-1.2624982804641915,4.249478247938681,1,A,
0.3347948371818508,2.5447517614164052,22,B,2.0
0.7594932108955189,6.1175989394829795,11,C,1.0
0.9494460122155628,4.6464616354810735,84,C,
-0.8317430795564912,4.277398427120568,29,B,
-0.7163957915609149,5.639366262216558,74,C,1.0
1.2527180928348673,0.6357964518391261,43,B,3.0
0.021309827060467294,3.636272483295295,75,A,2.0
1.100887558705315,4.926479819541424,31,A,2.0
0.47804076235485016,2.1189005132797503,70,B,2.0
0.10133273926644966,4.236674672367302,88,B,3.0
-0.1650289593828277,5.9015674826216,67,C,2.0
0.2857473556640279,4.962160981856122,28,B,
0.1161585972343651,7.867479100278293,18,B,1.0
0.17016862402113758,4.3707636246797525,55,B,3.0
0.6007666342400585,2.358444845898106,25,C,1.0
0.18114234360535725,5.751314317522411,60,A,
-0.8340770498693679,4.874672218662196,20,A,
-1.5645792455877976,2.517994836005601,41,A,3.0
-0.9106820010480858,6.334756096791796,6,C,2.0
-0.6854681911628667,2.7593863065031154,97,C,2.0
1.9669408871802125,1.5205674140767158,85,B,
1.6340305020746435,5.211046163694539,34,C,3.0
-0.17651025350637858,4.046927498152774,55,C,3.0
-0.40486972046679426,4.009285108919561,84,C,
0.04154124346308061,6.928050410170045,11,A,3.0
0.9544901864781069,4.894749481278021,69,B,
0.7427574806702545,3.0771204549642874,95,B,3.0
0.5854285035961921,4.407655042908068,97,A,
-0.6446038156696321,6.749831054625597,15,B,
-0.5708164769013372,1.4436038082488287,78,C,
1.7097251397778046,5.867297835581105,37,C,3.0
0.3900379708983868,5.149012656491893,5,C,1.0
0.17804571352657808,3.399687766481454,27,A,2.0
1.0850692052578677,6.781039919278536,90,A,2.0
0.8683955146626563,4.221215005153681,7,C,
-0.5389674235786983,7.135522775469414,24,B,1.0
-0.4765864156879992,5.774362131743207,23,B,
0.4849657855317003,10.379280398077817,99,B,1.0
-1.3176628815686424,5.8229870898982,75,B,2.0
0.8024230945185423,3.8857087623279893,39,B,1.0
-1.7078852782222131,7.181396823724503,91,A,
0.37810355295231857,4.239579799812972,61,C,1.0
0.6609619806256194,3.922653875011483,4,B,3.0
0.486333689353555,1.1683116631412327,49,A,1.0
0.5562735118351095,5.4297370065052855,2,A,2.0
0.09760756055449836,3.8414368046957565,34,B,2.0
-0.1822270048715733,7.446493931748263,29,A,1.0
-0.26835785882895374,4.137348593369296,60,B,1.0
-0.7994352665860655,5.867728786615882,67,A,3.0
0.06786662561635257,7.925320058778774,38,C,
0.6398189252455887,8.437175515938424,10,C,1.0
0.06254901574272816,8.43577012716576,49,B,3.0
-1.058735979418951,4.095139065197187,21,C,2.0
-0.7156537081564655,3.095429617509722,99,A,3.0
-0.6577479722113954,6.598538746578382,65,B,3.0
0.8902681202096611,6.421586632314553,5,A,1.0
1.2003588395305835,4.457928862746383,58,A,2.0
0.10722262349028706,3.3724304934270393,36,C,
0.7327797592604492,4.759447669117423,25,A,2.0
-0.819054678358104,3.6585574259902995,60,C,2.0
0.28960614073377045,5.031234698077773,31,A,2.0
0.689085808192959,3.9758872691898546,56,C,3.0
-0.5024659138739473,2.4710351901157277,19,A,
0.9870828072310228,11.018872398371755,30,A,2.0
0.31377897916588166,7.785381192975802,20,B,1.0
1.4671076856726033,9.100106603863004,58,C,
-0.8510218807481837,8.455441911857623,7,B,3.0
-1.2703419675978775,6.885048751238058,17,A,1.0
0.21110705603274488,5.516773779995223,37,A,2.0
1.6883622898126929,5.486212888605403,83,C,
-0.8051522877293407,5.916499689726268,22,C,2.0
1.130928012549867,8.314390678983361,3,A,1.0
0.37729221813008823,2.5890558439927984,13,A,
-0.98612689761837,4.351961898531729,24,A,
0.6892183405588647,6.5627601595527425,86,C,
-0.6455195211783765,4.3896743147100326,4,A,1.0
1.1594732015975275,2.9187168821710325,53,A,
-1.0638489875694899,10.471743265763786,48,B,1.0
0.02877068985688824,4.9573141646835674,55,B,2.0
0.10774832960708172,5.994667928531441,37,A,3.0
-0.6472814449402643,5.823738955936594,84,A,3.0
-1.2313687213379672,5.685154490627056,65,C,3.0
0.8692781162776931,6.707502111003676,55,C,
-1.2852250470257407,3.6142606731661946,54,C,2.0
-1.3150201189810107,7.212551770756249,41,B,3.0
-1.0466094078156922,4.616161031695553,34,C,1.0
0.19837837831041996,3.6702983707930197,41,B,1.0
-0.1317030748773205,7.922506114133528,24,B,3.0
-2.0572135666357507,5.873074921526275,15,B,1.0
0.1799366187154833,6.192919480938101,97,A,
-0.08637197858849718,4.6075190573992995,58,A,2.0
-1.4226894154575922,3.65282286656121,56,C,2.0
1.0828964510308485,4.911246886543501,41,C,1.0
-0.6024648235811724,4.668220027036454,78,C,3.0
-1.7163407555246313,6.566317166035577,91,A,
1.8375363699618348,5.12811435450114,1,C,3.0
-0.3569262345779643,5.73318396584563,50,B,2.0
1.6383208100527773,3.4580918167424493,2,C,1.0
-0.971190185452459,6.328723796432026,66,B,3.0
0.42167866141280796,3.7541882087920317,99,C,
0.9874888017559057,6.9703059894493915,36,C,
-0.963762979526905,2.5130661604460744,37,A,3.0
0.8428123995934315,3.7671123483711804,49,C,1.0
-1.387392689060134,1.6326043364335536,78,C,3.0
-1.773404494401556,7.397967293760219,32,B,
-0.6496150864519046,3.9921750436589876,73,A,1.0
0.9803777103281431,6.838927708341685,41,A,3.0
0.01783226521238114,4.907355737704066,5,A,1.0
0.7118946427876444,7.608770033332994,85,A,2.0
-0.5877620959657359,3.784208632935587,53,A,1.0
1.1216891907843727,3.267793582854067,73,C,
0.9563158696868952,4.456361497197641,37,C,3.0
-1.701480260199959,6.048732400854558,67,C,3.0
-0.5156940668946086,4.472880460104104,96,A,2.0
0.3775131969238215,6.797388092318771,47,A,2.0
0.7647906243181253,1.666273125368523,52,C,3.0
-1.401647840418164,3.6547678893910494,60,A,1.0
-1.1811166087733038,5.821940094704248,63,A,3.0
1.4113386043009628,4.38090127884665,61,C,1.0
-1.6226153483521306,7.378572535864745,36,A,1.0
-0.31343814822129284,4.7816923736130725,64,B,2.0
-1.543845687894463,2.888484129879038,67,B,3.0
0.6148838709231488,6.117658617662621,42,C,3.0
1.1822454653248589,4.195510463522635,57,C,2.0
1.6847677263924412,3.1229416931020655,13,C,1.0
-0.5281920541210332,7.841668308762477,32,C,2.0
-1.3937586095796306,8.14149953031833,78,B,
-2.0563478105292385,5.948501004277267,80,B,3.0
-1.4873205166874983,8.259177260174663,55,B,2.0
0.7090260433392509,7.863264106160731,64,A,2.0
1.1004077972302888,8.929929050703379,43,C,3.0
-2.8606130370885614,3.7773520555766096,72,C,2.0
-0.8972025314634973,7.494055959233346,69,A,3.0
-1.55157135728302,3.7394590354359734,45,A,1.0
1.202409275915377,7.031778880450779,97,A,3.0
-2.2975837085896496,1.6926610390865284,42,B,2.0
-0.2180112756966327,5.278878433601931,90,B,
-0.6861388759131688,4.340626498002196,57,C,3.0
-0.38524181186865947,4.476972167922865,98,C,1.0
0.5815415056402071,3.479065760704272,79,C,
0.16706867906954842,4.218235022108835,61,A,
1.0695102637748635,1.9370870058895289,53,A,
0.21365803476291187,5.27725865456047,25,C,2.0
-0.3435764328345686,1.5730741435748068,24,A,1.0
0.25522181775924996,4.983366034208669,59,A,
-0.16650138350619376,7.9057434718165815,26,C,2.0
-0.5921358143500789,4.4343644746874915,22,B,1.0
2.262218475075164,5.631223347272779,29,B,
1.3510816296909491,6.141665598310832,36,B,2.0
-0.7091416778427397,6.110843685705314,64,B,
-0.6350576577110879,2.9634139916229354,74,B,2.0
-1.9043915775098266,6.405343983471969,11,C,1.0
-0.5771778351224603,6.295306959118647,35,C,3.0
-0.9293549520769694,1.7184936964827857,95,C,
1.5880318936767113,0.10025858640818441,29,B,1.0
0.26722570209650903,6.718971097697769,8,A,2.0
0.6982548615191422,4.522642593439916,73,C,1.0
-1.0216253320901907,4.119599027887318,3,B,1.0
0.6573404916553299,6.327889119551153,37,B,
-0.6534309297468498,5.380461787486397,69,B,3.0
0.03133116349728905,3.9214724238135785,70,C,
-1.2299783213085707,4.951872655803937,40,B,1.0
0.007281172516983077,4.204458626637776,19,A,
1.3624226291307056,3.6505542826878807,19,B,2.0
-1.3487328624610586,5.300080449621482,14,A,1.0
0.5882580197139475,5.101781245442026,27,C,
-0.46069189849667636,7.53159447211497,46,C,
-0.2723560744094169,3.1871419445622333,10,C,1.0
1.0067187055830473,8.658276074909093,22,A,2.0
0.44053065135071673,3.8430396731423957,88,C,2.0
-0.194916486297049,8.39383393567214,67,A,2.0
0.4660727688802684,4.527495400010467,11,B,3.0
-0.40392476587257325,6.7461117497879695,74,B,1.0
0.9651411478579561,2.571541890776193,51,C,2.0
0.9103190534542872,5.354847366870207,85,A,1.0
-0.6248748411808384,7.6247747202379355,42,B,1.0
-0.8422316567377123,4.271995185830981,62,C,3.0
-1.2312177967593805,3.1603127200944408,60,C,3.0
0.7830068279194502,7.399645436484871,88,C,1.0
1.496561258054273,5.504117929925211,5,C,1.0
-1.2977379811758682,4.664313596830861,32,A,3.0
-1.0153994526596783,7.895967226163521,50,C,1.0
0.03870066549603851,4.459748326252129,41,A,1.0
0.9833106583476989,1.585340207391364,53,A,
0.5320704412714794,1.8165478534954866,7,A,3.0
0.7366927239939915,2.858171657992351,30,C,
1.2748670272273799,6.1814438602597495,74,A,3.0
-0.6562581154936091,3.6491090731342357,66,C,2.0
2.0448223546979576,2.4849591607531334,93,C,3.0
0.5443602383543722,4.017037816409509,87,A,2.0
1.3509922181259066,4.62450805014164,32,B,
1.669021788677145,2.3528389445669404,50,B,
1.4090676055198976,4.851817132874991,7,A,
0.7194901908579594,4.017545201816383,56,C,3.0
0.8144598123869748,2.5024119570143997,35,C,2.0
0.009022166327176114,3.5554296114447164,92,C,3.0
-0.474851985570883,4.9902765483190725,83,B,
-2.3964010439578645,4.75125063182864,87,A,
-0.4545748311667447,5.518854642567455,31,B,
0.8116399469553981,2.728527582351228,21,B,
0.37994081750787156,7.193668242292224,37,A,1.0
0.26184396881945493,7.350868340235516,93,A,1.0
-0.6473364367229828,2.4211016163274874,59,C,
-1.8541938279419996,7.091851221152244,14,B,1.0
1.6312486671375497,3.283810183608453,41,C,3.0
-1.52544627200919,1.3082341203929722,41,A,1.0
-0.2083778003909205,3.619626848232217,61,C,2.0
-1.093441536479354,3.355769264192422,77,C,2.0
-0.26021003459087516,4.07755717671977,6,C,
0.19797535754599394,6.157516612535786,65,B,2.0
1.6561945195114696,7.309967425358479,92,A,2.0
-1.8467518671094925,3.48939053703066,17,A,
0.4110405762487994,7.5732718674420685,10,B,
-0.9695485924171657,2.9781120321301517,67,C,3.0
-0.20639384255316134,7.271173115819357,93,C,
-1.376863464724647,5.583068916405619,53,C,3.0
0.8190800868172678,5.164581107335006,12,A,2.0
-1.1606177759128402,4.094467100689476,36,A,
-0.014360910064414917,5.784001978730006,84,B,1.0
-0.9086010898220285,4.707636125726277,9,A,3.0
0.3436355653018673,6.302132213369081,53,A,3.0
0.27698445720353365,1.2497849673819093,32,C,2.0
-1.335777441208365,6.85968847094528,10,A,2.0
-2.164627205155386,4.214934162110235,75,B,3.0
0.08828901465287191,2.0132407364448857,82,A,1.0
-0.3715862684677629,4.1726464233862455,55,B,1.0
-1.3046597946724108,2.1640775309005913,8,B,1.0
-0.2600625520931748,6.428814955565722,90,B,3.0
1.995745369169192,4.572730803148502,43,C,
-0.7379746253345287,3.4383457893685705,43,B,
-1.766133421114528,3.7751340323428098,54,C,3.0
0.06290759344017978,6.431733356333705,6,B,
-0.5436163158810697,5.08426478559198,67,B,
0.23879894585943817,7.967806598366177,11,C,2.0
-0.07383940821808911,7.461542692190308,62,B,3.0
-0.7018439327662347,5.774500343302757,44,C,1.0
1.1814985170305041,6.553405572677135,31,A,
1.2463144904452474,1.7020398919481292,9,A,2.0
-0.406199272534656,-0.3198846650310898,57,A,2.0
-0.7273215889388295,3.1124249001270456,38,C,3.0
-0.43701572951107204,3.5212423361711376,47,B,2.0
-0.8921950434621713,4.4974998088432825,83,A,2.0
-1.5030312893564628,9.214374574273233,11,C,
-0.6202410257065134,6.50344931610741,28,B,3.0
-1.279201808352107,6.678014884302776,42,C,1.0
1.0883683639559096,5.761727986147852,54,A,1.0
1.223405849803051,6.2549641242394145,4,A,1.0
0.11468762455962879,3.560221253161581,40,C,2.0
-0.7603409161019666,5.180458793080265,55,A,
0.7603522246440024,4.365125326328766,68,C,
-1.2691314526395285,2.608933719885382,24,C,
0.4459423543704252,3.6468077174392715,64,B,2.0
-1.4373367923257148,5.29128948079041,15,C,3.0
-0.8063887360707217,7.594059153400225,17,C,2.0
-1.2509006049643452,7.047790441163678,24,B,1.0
0.9043416705755098,6.34431379545433,58,B,3.0
1.0687346692791146,3.315802801320262,71,B,
-0.20041745032390224,10.660551421473983,50,C,1.0
1.2764220873863272,0.6222503483906427,46,A,2.0
-1.1249235982379615,5.277267839696788,83,A,3.0
0.5513835704079881,6.522352165917843,40,A,2.0
0.9054080152655243,5.049992694229988,25,B,1.0
2.058286410373478,2.069324397376493,61,B,3.0
-1.7790290626111096,0.8208109190906079,30,A,
-1.9607759252739463,0.7243774720679248,79,C,
0.07585135304425575,8.312837156937487,54,B,3.0
-1.566814604888014,6.4216006633688725,8,B,3.0
-1.1808750434816493,5.817379199741852,94,A,3.0
-0.8683824241495313,3.8335169911286027,32,C,3.0
-0.8131958522347086,6.491658184923694,61,B,3.0
-1.542589474620465,6.173199228689717,65,C,3.0
-1.079949389907824,2.624806789206549,1,C,3.0
2.192346194570777,5.425834186241618,54,B,3.0
-0.07175111277518936,6.404826078386524,52,C,2.0
0.752331312178815,2.5197828046267166,27,B,
1.4301042171089162,3.4975626418415082,51,B,3.0
-0.7438434379205944,1.819069896121321,43,A,3.0
0.5355528506012924,5.711691854636493,42,C,
-1.0971745552167629,5.886002230112297,48,C,1.0
-0.9803305776791028,6.64432019086551,56,C,3.0
0.35216246675663837,5.1513164611460045,82,C,2.0
0.19408492150229958,4.589665217072345,86,B,2.0
0.8194589499189949,7.899443371846797,20,A,2.0
1.383872796472951,6.114912778314087,64,C,3.0
0.2085488596370916,4.775400253796439,55,A,1.0
0.23487374391055113,5.01774157288349,3,A,3.0
1.0574019401609598,-0.007598850918149047,93,B,2.0
-1.5643164468536612,7.100642223780026,81,A,1.0
1.1109006390233158,2.4037543764057663,87,A,1.0
0.20450616732907817,6.095692858893329,75,C,
0.5981817505179396,5.647312341441914,27,A,3.0
-0.24378962020055073,5.3925827830566995,14,C,1.0
-0.2931553564418028,5.410359708005594,87,C,1.0
0.9330279724839216,9.330077164995293,96,A,3.0
0.6965628690640603,4.145711175420626,38,B,1.0
2.4818995667801818,2.7191013451851562,16,B,2.0
-1.2476170166726324,1.486858815200275,45,A,1.0
-0.2718565141199313,3.1027909888381,12,A,1.0
1.523837075207878,1.8982202340409708,29,C,
-0.6222724298601389,8.527710041797357,96,A,3.0
1.0125003434402389,6.2116050878462765,11,A,
-0.6931720683314347,2.4112216541935783,10,A,1.0
0.7273248520072075,8.60534137240432,54,A,2.0
0.4600231355957423,4.188270836437571,93,C,
1.3651526965645895,3.0308052786550777,62,C,3.0
-0.7467177099794808,4.814412387903857,43,B,
0.25631611984456426,2.6671530410869297,20,A,
1.6209172622711412,6.873580015232249,12,C,
-0.37223529875048283,4.4884396099210475,36,B,2.0
1.8832396456222023,5.508977443017828,5,B,
-0.478795928475342,6.12051577069131,12,B,
-1.542749646472175,0.48473592621981876,81,B,
0.7216286322082294,7.543658512103567,83,A,2.0
0.3540373221478739,6.8448646642119355,74,B,2.0
1.506057866538772,4.994392334931118,31,C,3.0
-0.9719682386310469,2.9985151935228425,4,A,
-0.8494804648448733,2.3878701912974165,93,C,1.0
1.2237684672166194,11.144191932106715,95,B,
0.952447233531921,4.506549372025315,87,C,3.0
-0.5685265292799625,4.078101381694864,46,A,
1.8996425182572412,5.554365857834323,15,A,
0.42036571082300445,3.3222214155134138,63,A,1.0
0.13764492216583651,6.403459790143422,44,A,3.0
0.7683345765721453,2.6564934265384643,89,C,1.0
-0.5587857027921631,3.0640015527370847,11,B,2.0
0.7417992786512847,4.855561189873724,13,A,1.0
-1.4921815812169068,2.0840064774027827,33,B,
-0.548815567558649,4.222712625435925,95,B,2.0
-1.4906236349340964,5.52259274601808,66,B,1.0
-2.6566095074170124,6.476270788408778,22,A,
-0.5009011987756519,6.75952880127862,50,C,3.0
-1.2497919487854146,9.556016715267686,91,B,3.0
1.171791742363758,1.205407881011237,1,A,1.0
0.31013641806893527,4.783480491179642,80,C,3.0
-0.10675662971223808,6.670963034619748,10,B,
-0.6454632271113017,5.243372200622284,72,A,2.0
-0.31319590727197305,4.558206850006877,12,C,
0.0017676147668238256,4.130025395701342,9,A,2.0
-0.6572339322697239,4.74074853288051,80,A,2.0
-0.08265920647145818,1.7612255351504902,11,B,3.0
0.2798612799042215,6.188398505849757,89,B,2.0
-1.5410866604638138,3.249097607689107,90,C,
1.3256937804534494,4.044711833783498,60,C,1.0
-0.9019622823533938,8.777402070268455,49,B,1.0
0.4876196359052475,4.409032071030488,54,B,2.0
-0.09577014136548782,0.27703720235193874,38,B,
-0.06270020132364591,4.200027748366509,79,A,
-0.9566247114528812,3.5173972443934303,21,C,1.0
-0.8114664434903247,5.7349747337851875,99,A,
0.7394832869322162,6.150893677927275,18,C,2.0
1.4884307077617402,7.521912778025426,86,C,3.0
-0.33939953884193286,5.941368516858149,79,A,2.0
2.560182519075936,0.1487042241791965,73,A,2.0
-2.1651865613988974,4.152545292911843,91,C,3.0
0.05743196528583027,4.563384077952367,51,B,3.0
-0.0068605037381113875,2.0695851221760493,98,B,3.0
-0.16582512755581225,4.54677110256824,55,A,
-0.4594522459654215,6.163542113053317,44,C,2.0
1.9493419382995874,6.286090878120413,62,A,1.0
-1.3531384315600656,3.878855462449186,95,B,3.0
1.6417122129044737,0.8945529298634591,21,B,1.0
0.9507108272013914,3.016260354272836,98,B,1.0
-0.23106218491044625,4.036762929953418,79,A,1.0
0.10273050280090362,4.682186708131346,1,C,3.0
0.0375746713087578,6.911882394588163,79,A,3.0
1.9183982833993474,1.197971861046446,66,B,
-0.915637130863733,5.412350130558522,15,B,
0.35869244171457726,6.514771082580257,63,C,1.0
0.2008943579276249,9.231005403499704,92,A,2.0
0.6907178322620883,4.058154678142374,10,B,3.0
0.40647433172656533,2.913600457094368,17,C,
-1.6893825309200474,5.7903760289788435,46,B,3.0
-0.9957797524821408,5.2816808627194884,11,A,2.0
0.9302334906380869,3.6669170214646165,24,A,
-1.7093369497467645,3.640886927903483,59,B,2.0
0.480913493971613,1.5836878071800835,44,B,3.0
-0.4039972460129586,4.465095101649584,84,C,1.0
-3.443203715243407,4.990241093383122,38,C,
-0.1546160185875065,5.955612624089272,93,A,3.0
0.8782700546660072,1.9052563193700673,93,B,3.0
0.918561115099399,4.8271511764130075,97,A,2.0
-0.685238728020445,8.38354888065386,87,C,
-0.6740337053567346,4.833221679665273,84,B,2.0
-0.6234224121342052,1.0289800570819088,84,B,1.0
-0.37581481505894565,4.025784348856941,70,C,1.0
-0.7227909677451129,6.116018176044578,82,B,3.0
1.0748504918412451,2.867351261797218,20,C,3.0
0.9303722117255339,5.950403506730396,18,A,
-1.5051722368890756,6.372627502636845,81,C,3.0
0.701067029573619,2.5058176487556287,36,A,1.0
0.11811681233627584,5.192801245960897,6,B,2.0
-0.8747566722715799,3.8670757244637173,64,B,
0.08924319910717683,4.198202202094937,28,C,2.0
0.9106059075919795,5.930054177966678,30,C,3.0
-1.0943160942404409,6.553832902729323,27,B,
-0.5155444888012874,2.929407935429701,53,A,3.0
0.308857268767545,4.494358976870594,13,C,
0.8177034698027996,4.432650154666664,84,B,1.0
-0.2638851865541771,3.2446847205504854,30,C,2.0
-1.0011606295390176,5.253924760105542,75,B,
-0.5646064465693595,4.821832586895628,37,A,3.0
0.04796151631087658,3.893356429811047,38,A,3.0
-0.46610325037153566,3.8535472045013095,37,A,1.0
-0.2796078620510145,7.347896811620019,41,A,2.0
-0.5956872491815455,6.118541206277715,63,A,3.0
-0.21157525085291284,4.12578947437884,80,B,
0.3699804179794311,4.091429085490109,85,A,
-0.16652347069133858,7.642597954249785,51,A,3.0
0.22535698049996875,6.2550282664279955,15,A,
-0.19820373790553283,5.310411383898515,24,B,3.0
1.3013275178401684,5.61493289427273,81,A,1.0
-0.5078368392254842,6.090553663374713,93,B,1.0
0.06838705284639574,5.0367349175101275,49,C,
1.8738273327960715,4.7631362803936,40,B,1.0
-2.0166843739898086,7.8845683040974315,75,C,
2.5540400976095117,5.098424022129458,57,C,2.0
-1.1527778451754922,4.155970254525515,66,A,2.0
0.4033132328896404,2.8839253498264683,99,B,
0.4091075989131717,5.97359350173576,31,A,3.0
-1.2485939422604468,4.795316059247141,65,C,2.0
0.48385040701246584,4.8511752038245195,79,B,1.0
0.1759845075820355,1.649309484985647,96,C,
0.4869492683446588,2.463581834964706,44,B,3.0
0.1506448698889401,3.473010967788507,78,C,1.0
-1.1845913990387573,2.634201118398951,64,C,2.0
1.3604148725651477,4.173743082909565,5,A,1.0
-0.157132025522419,4.042401527617958,92,A,
-1.3054753109376283,6.642796099846896,42,C,2.0
0.06883094475539019,2.655326443254943,91,B,1.0
-0.9179258829547966,4.667175858948329,77,B,2.0
-1.6990940324330894,5.718785741194637,52,C,1.0
-0.8509734592303471,4.286116440957368,87,A,2.0
-0.8289184220701751,2.8466144821464106,93,C,1.0
-1.602155532475826,4.338526304411176,76,C,
2.067555902321998,4.181711973769215,78,A,
0.0013555641898886832,3.9854951510173064,46,B,
-0.17353806897453114,5.841292704339851,24,C,2.0
-0.6606077565773087,3.2868359432097662,54,A,1.0
1.440324263394529,2.800790104858763,50,C,3.0
-0.12923169520817107,2.1798808611338827,78,C,3.0
-1.4640860107023472,2.769561547134626,34,C,
0.6166601363071934,4.366856648892793,99,B,3.0
-0.7966587943951448,3.1165112809933184,2,C,3.0
0.1941181551467038,3.1892058834002035,18,C,
-0.2160298185429385,5.249049013489167,66,A,
2.2025899704992815,5.320270364456365,79,B,1.0
0.9739788028302628,0.8767857951008144,53,B,3.0
-0.9106916331463524,3.566767498542565,25,A,
-0.6917231066215471,7.830002364581881,17,A,2.0
-1.7680157639235399,2.0827475810914895,61,B,3.0
0.29695851071950463,7.534541345604376,27,A,2.0
0.3095510289610762,6.482790484864166,32,C,1.0
0.16883064337916642,5.705281192317744,47,C,
3.018521983756322,1.1226801266300872,56,B,
-1.7011254371345879,2.95152916397078,56,A,1.0
-1.0478602795972218,2.6298750507305377,79,A,2.0
-0.7523810266541563,11.476139673369765,52,B,2.0
0.8564790087439654,7.1074841598805,53,A,1.0
0.7849914452545125,4.716511763743787,43,B,2.0
-1.7937639873549347,3.2752843329541386,5,C,3.0
-0.044874839865075726,6.438486573341791,46,C,2.0
1.2721399798313346,6.906634354177177,95,C,1.0
-0.5919725706934789,4.68852257774969,36,C,2.0
-0.5022091159211653,3.6258114302635054,78,B,1.0
0.20430940671691378,6.57915754552814,54,A,2.0
1.1047389587056722,5.415118989563137,38,B,1.0
-0.6421387405265554,8.857564426421591,88,C,2.0
-0.0878693426536456,5.105743252797541,28,A,1.0
0.27331595430389644,4.203962971721955,25,A,2.0
